,chipid,month
5358,59b37278,6
5034,54964462,6
606,0b8d5875,6
4050,4618c2da,6
4866,51e245a8,6
4206,4803a402,6
1194,1567ab76,6
3198,39692edf,6
90,023f5e10,6
2478,2c4cd182,6
4542,4cb57ce4,6
2742,316b775d,6
846,0fcf82e4,6
4290,48c13286,6
5670,60805364,6
4134,470864c8,6
2286,2a00a2fd,6
4746,4f99566d,6
3438,3df541d5,6
1146,14d3b92b,6
5718,617b7fa2,6
2502,2d715f00,6
4974,537f2249,6
2982,35e67e33,6
4074,468f17b8,6
6030,67c23b64,6
4530,4c68eadb,6
4134,470864c8,6
4230,482fbb62,6
4878,5209306d,6
3006,369b577d,6
5370,5a00c0c2,6
5898,65e3f853,6
474,08ecfd3c,6
5250,57ae707d,6
2538,2ea02c81,6
1926,2578965b,6
2442,2c0df8ed,6
1434,1b9a4249,6
4398,4a89a571,6
678,0ca69c96,6
426,08084efe,6
4302,48dcaf51,6
5778,62ec80c0,6
2874,33c704f0,6
486,092ce360,6
2022,26ea6cd0,6
2430,2beb2a9d,6
4110,46ca4055,6
5106,55a14920,6
3966,441d0238,6
150,02a7f72f,6
3942,436c7c16,6
5886,64f70d75,6
1182,151cf430,6
5442,5acc7439,6
3438,3df541d5,6
1830,23e1f93f,6
3210,396d2d93,6
4230,482fbb62,6
4650,4efe5ed2,6
5730,61dc34a5,6
3798,4209a502,6
654,0c4a3582,6
4170,479938e1,6
5310,58fd9072,6
4098,46c47554,6
3234,3a38b65d,6
3114,37a66587,6
618,0baa5577,6
3270,3abcf82c,6
3042,36dc0542,6
2490,2d5826ca,6
642,0c19b4a5,6
2274,29f826ca,6
5442,5acc7439,6
3498,3eb6d001,6
2454,2c1d11dd,6
2502,2d715f00,6
426,08084efe,6
4002,44d3d930,6
2706,314025df,6
5718,617b7fa2,6
198,036d94c9,6
810,0efa5c94,6
5586,5ef62f01,6
618,0baa5577,6
630,0bf069c3,6
4422,4afe30d7,6
3774,41c29144,6
3222,3a019b49,6
822,0f5d3266,6
5790,6380be28,6
354,0636b264,6
5610,5f7e84f0,6
738,0d710330,6
3666,40b50fd1,6
1086,147c9028,6
1230,168d2687,6
2082,2844f6c1,6
